page_id,page_namespace,page_title,page_is_redirect,page_is_new,page_random,page_touched,page_links_updated,page_latest,page_len,page_content_model,page_lang
42847,0,1942,0,0,0.355212692939,bytearray(b'20231117131043'),bytearray(b'20231117131045'),2939457,458,bytearray(b'wikitext'),
42841,0,1946,0,0,0.374148708325,bytearray(b'20231117150552'),bytearray(b'20231117150554'),2523964,458,bytearray(b'wikitext'),
43271,0,1954,0,0,0.860227485456,bytearray(b'20231119071659'),bytearray(b'20231119071659'),1201705,458,bytearray(b'wikitext'),
42850,0,1963,0,0,0.446888494494,bytearray(b'20231122094512'),bytearray(b'20231122094520'),2023157,458,bytearray(b'wikitext'),
227242,1,19th_century,0,0,0.09374095963,bytearray(b'20210610084241'),bytearray(b'20200515214952'),2795385,876,bytearray(b'wikitext'),
197706,0,19th_century,0,0,0.811680093396,bytearray(b'20231225060022'),bytearray(b'20231225060022'),3428664,10680,bytearray(b'wikitext'),
260132,14,2003,0,0,0.59565443257,bytearray(b'20231201202046'),bytearray(b'20231201202153'),3388794,37,bytearray(b'wikitext'),
38283,0,2003,0,0,0.647836344886,bytearray(b'20231201202048'),bytearray(b'20231201202156'),1986898,469,bytearray(b'wikitext'),
38284,0,2004,0,0,0.366088700052,bytearray(b'20231020220654'),bytearray(b'20231020220710'),1201737,458,bytearray(b'wikitext'),
260134,14,2004,0,0,0.37568850998,bytearray(b'20231208043011'),bytearray(b'20231208043129'),3388795,37,bytearray(b'wikitext'),
257921,14,2005,0,1,0.021974908716,bytearray(b'20231208043020'),bytearray(b'20231208043139'),3294290,37,bytearray(b'wikitext'),
38285,0,2005,0,0,0.252033727677,bytearray(b'20231020221930'),bytearray(b'20231020221943'),2219346,458,bytearray(b'wikitext'),
38465,0,2006,0,0,0.067733667455,bytearray(b'20231021161943'),bytearray(b'20231021161943'),1986897,483,bytearray(b'wikitext'),
260135,14,2006,0,0,0.29205689793,bytearray(b'20231208042932'),bytearray(b'20231208043052'),3388789,37,bytearray(b'wikitext'),
42843,0,2007,0,0,0.956487645264,bytearray(b'20231021162608'),bytearray(b'20231021162609'),1201733,458,bytearray(b'wikitext'),
260136,14,2007,0,0,0.66509147772,bytearray(b'20231208043309'),bytearray(b'20231208043423'),3388790,37,bytearray(b'wikitext'),
260131,14,2023,0,0,0.895144130933,bytearray(b'20231209021210'),bytearray(b'20231208043724'),3388742,37,bytearray(b'wikitext'),
250430,0,2023,0,1,0.732413193955,bytearray(b'20240101025931'),bytearray(b'20240101025946'),3161931,25,bytearray(b'wikitext'),
174372,0,20th_century,0,0,0.567109774117,bytearray(b'20231222213152'),bytearray(b'20231222213152'),3427042,31716,bytearray(b'wikitext'),
216904,14,20th_century,0,0,0.739219839479,bytearray(b'20231029062247'),bytearray(b'20230618135519'),2673625,45,bytearray(b'wikitext'),
67817,2,Ability,0,0,0.545664274826,bytearray(b'20220625100711'),bytearray(b'20220625100749'),1197199,30,bytearray(b'wikitext'),
67818,3,Ability,0,0,0.879638461279,bytearray(b'20230531215421'),bytearray(b'20200917112804'),2858578,2398,bytearray(b'wikitext'),
14091,1,Ability,0,0,0.452142432806,bytearray(b'20230815000323'),bytearray(b'20230607201656'),2292795,5323,bytearray(b'wikitext'),
126282,0,Ability,0,0,0.362579074688,bytearray(b'20231201083532'),bytearray(b'20231201083600'),3346084,15290,bytearray(b'wikitext'),
1639,0,Abortion,0,0,0.417169175305,bytearray(b'20231228205305'),bytearray(b'20231228205342'),3430950,734425,bytearray(b'wikitext'),
241094,14,Abortion,0,0,0.107578823668,bytearray(b'20231117215610'),bytearray(b'20231112100727'),3357402,71,bytearray(b'wikitext'),
50537,1,Abortion,0,0,0.00873965564,bytearray(b'20220701100911'),bytearray(b'20220701100911'),3136270,7552,bytearray(b'wikitext'),
596,1,Abraham_Lincoln,0,0,0.392019819651,bytearray(b'20230813211016'),bytearray(b'20230813211016'),3345151,64820,bytearray(b'wikitext'),
204387,14,Abraham_Lincoln,0,0,0.234365175565,bytearray(b'20230920144636'),bytearray(b'20230920144636'),3366586,594,bytearray(b'wikitext'),
126486,0,Abraham_Lincoln,0,0,0.312993268812,bytearray(b'20231228220016'),bytearray(b'20231228220043'),3426706,551189,bytearray(b'wikitext'),
231641,1,Abu_Hamid_al-Ghazali,0,0,0.393302803295,bytearray(b'20210207002821'),bytearray(b'20200925140749'),2864401,182,bytearray(b'wikitext'),
211994,0,Abu_Hamid_al-Ghazali,0,0,0.915274242216,bytearray(b'20231210110909'),bytearray(b'20231210111003'),3287860,10554,bytearray(b'wikitext'),
126285,0,Action,0,0,0.475584280249,bytearray(b'20231017085120'),bytearray(b'20231017085120'),3381818,36536,bytearray(b'wikitext'),
142085,0,Actions,1,1,0.134978718281,bytearray(b'20231017085121'),bytearray(b'20230226183420'),1537436,20,bytearray(b'wikitext'),
155664,2,Activist,0,1,0.157529110649,bytearray(b'20230306101800'),bytearray(b'20230306101800'),1731662,22,bytearray(b'wikitext'),
155665,3,Activist,0,0,0.723739848086,bytearray(b'20230520181243'),bytearray(b'20230520181243'),1866396,1460,bytearray(b'wikitext'),
185702,0,Activist,1,1,0.288735254225,bytearray(b'20231227165549'),bytearray(b'20230519022359'),2097197,22,bytearray(b'wikitext'),
5146,1,Adam_Smith,0,0,0.714631318974,bytearray(b'20220903033707'),bytearray(b'20220903005902'),3156013,3831,bytearray(b'wikitext'),
3233,0,Adam_Smith,0,0,0.329083626777,bytearray(b'20231219111203'),bytearray(b'20231219111304'),3351170,121456,bytearray(b'wikitext'),
141,0,Adolf_Hitler,0,0,0.612770591217,bytearray(b'20231228220027'),bytearray(b'20231228220054'),3426858,314661,bytearray(b'wikitext'),
2338,1,Adolf_Hitler,0,0,0.59101211214,bytearray(b'20230725201838'),bytearray(b'20230725201838'),3336441,109116,bytearray(b'wikitext'),
204470,14,Adolf_Hitler,0,0,0.865603419439,bytearray(b'20230206141058'),bytearray(b'20230206154112'),2927009,215,bytearray(b'wikitext'),
69781,0,Afghanistan,0,0,0.020064697713,bytearray(b'20231230201835'),bytearray(b'20231230201835'),3433728,59202,bytearray(b'wikitext'),
198767,14,Afghanistan,0,0,0.227130260056,bytearray(b'20231208075343'),bytearray(b'20231208075624'),3058893,246,bytearray(b'wikitext'),
232300,1,Afghanistan,0,1,0.213071814707,bytearray(b'20210103222626'),bytearray(b'20210103225218'),2873772,515,bytearray(b'wikitext'),
144584,0,Africa,0,0,0.750608952942,bytearray(b'20240101042517'),bytearray(b'20240101042517'),3434517,47880,bytearray(b'wikitext'),
242928,1,Africa,0,0,0.560946400757,bytearray(b'20211207174751'),bytearray(b'20211208000358'),3043067,1610,bytearray(b'wikitext'),
69889,14,Africa,0,0,0.477841293721,bytearray(b'20231227135156'),bytearray(b'20231208075520'),2686934,147,bytearray(b'wikitext'),
133341,0,Aggression,0,0,0.853197508284,bytearray(b'20231105114014'),bytearray(b'20231105113945'),3394600,6680,bytearray(b'wikitext'),
241525,14,Aggression,0,0,0.579312841461,bytearray(b'20230825233930'),bytearray(b'20230825234044'),3095242,51,bytearray(b'wikitext'),
125673,0,Agriculture,0,0,0.53591530357,bytearray(b'20231220010239'),bytearray(b'20231220010331'),3386381,45389,bytearray(b'wikitext'),
222409,14,Agriculture,0,0,0.167570565006,bytearray(b'20231230004433'),bytearray(b'20231029142558'),2917700,76,bytearray(b'wikitext'),
148357,1,Air,0,1,0.977648767726,bytearray(b'20230226200614'),bytearray(b'20230226200613'),1626570,486,bytearray(b'wikitext'),
81233,0,Air,0,0,0.679150720348,bytearray(b'20231030233522'),bytearray(b'20231030233522'),3390250,7409,bytearray(b'wikitext'),
5172,0,Alain_Badiou,0,0,0.144649789711,bytearray(b'20230517142745'),bytearray(b'20230517143212'),3208120,14706,bytearray(b'wikitext'),
125347,1,Alain_Badiou,0,1,0.902323862622,bytearray(b'20230226151315'),bytearray(b'20230226151315'),1267578,125,bytearray(b'wikitext'),
23864,1,Alan_Moore,0,0,0.603170537555,bytearray(b'20210928215431'),bytearray(b'20210928215431'),3009793,4913,bytearray(b'wikitext'),
6574,0,Alan_Moore,0,0,0.287505871653,bytearray(b'20231020173813'),bytearray(b'20231005221855'),3375064,112925,bytearray(b'wikitext'),
140,0,Albert_Camus,0,0,0.990908931005,bytearray(b'20231226165733'),bytearray(b'20231226165624'),3405404,84788,bytearray(b'wikitext'),
8447,1,Albert_Camus,0,0,0.335662462203,bytearray(b'20220206025329'),bytearray(b'20220206025329'),3070407,39670,bytearray(b'wikitext'),
262,1,Albert_Einstein,0,0,0.226103263547,bytearray(b'20231015022113'),bytearray(b'20230426102354'),3283931,321952,bytearray(b'wikitext'),
2,0,Albert_Einstein,0,0,0.637766719161,bytearray(b'20231222140642'),bytearray(b'20231222140630'),3426703,425663,bytearray(b'wikitext'),
179787,14,Albert_Einstein,0,0,0.834811325976,bytearray(b'20230926164521'),bytearray(b'20230926164439'),3369383,1650,bytearray(b'wikitext'),
86405,1,Aldous_Huxley,0,0,0.848493904239,bytearray(b'20220927082500'),bytearray(b'20220927082451'),3170076,2525,bytearray(b'wikitext'),
1887,0,Aldous_Huxley,0,0,0.512184453435,bytearray(b'20231128164315'),bytearray(b'20231126172308'),3405894,110743,bytearray(b'wikitext'),
6360,0,Aleksandr_Solzhenitsyn,0,0,0.461154673927,bytearray(b'20231211214839'),bytearray(b'20231211214839'),3417419,58784,bytearray(b'wikitext'),
42768,1,Aleksandr_Solzhenitsyn,0,0,0.719225997145,bytearray(b'20220401064433'),bytearray(b'20220401063633'),3093677,6436,bytearray(b'wikitext'),
421,0,Alexander_Pope,0,0,0.065192963027,bytearray(b'20231104222720'),bytearray(b'20231104222719'),3394287,42034,bytearray(b'wikitext'),
25545,1,Alexander_Pope,0,0,0.585015751941,bytearray(b'20230521040521'),bytearray(b'20230521040520'),1973587,3473,bytearray(b'wikitext'),
857,0,Alexis_de_Tocqueville,0,0,0.095696362246,bytearray(b'20231129205739'),bytearray(b'20231129205739'),3409263,68099,bytearray(b'wikitext'),
36165,1,Alexis_de_Tocqueville,0,0,0.514943801567,bytearray(b'20230223055527'),bytearray(b'20230223055527'),1013364,4965,bytearray(b'wikitext'),
142187,0,Alfred_Tennyson,1,1,0.358175786918,bytearray(b'20230507205240'),bytearray(b'20230226183541'),1539174,35,bytearray(b'wikitext'),
112537,0,Ali_Shariati,0,0,0.257128096354,bytearray(b'20231013000515'),bytearray(b'20231013000552'),3137520,10327,bytearray(b'wikitext'),
119426,1,Ali_Shariati,0,0,0.187112864628,bytearray(b'20230311122420'),bytearray(b'20230311122420'),2101358,0,bytearray(b'wikitext'),
136451,0,All,1,1,0.141871868837,bytearray(b'20230226170239'),bytearray(b'20230226170239'),1450027,21,bytearray(b'wikitext'),
56196,0,Allah,0,0,0.427380237247,bytearray(b'20231029143033'),bytearray(b'20231029143033'),3388997,16180,bytearray(b'wikitext'),
74539,1,Allah,0,0,0.763189005426,bytearray(b'20231213030338'),bytearray(b'20231213030338'),3418780,7972,bytearray(b'wikitext'),
143475,0,Alone,1,1,0.445210243885,bytearray(b'20230909174844'),bytearray(b'20230226190008'),1553716,22,bytearray(b'wikitext'),
161034,1,Ambition,0,0,0.814039418622,bytearray(b'20221128175103'),bytearray(b'20221128175241'),2704305,5733,bytearray(b'wikitext'),
126293,0,Ambition,0,0,0.887414782558,bytearray(b'20230804023529'),bytearray(b'20230804023529'),3340427,38364,bytearray(b'wikitext'),
86000,1,Ambrose_Bierce,0,0,0.033938705803,bytearray(b'20230225192749'),bytearray(b'20230225192749'),1453685,4275,bytearray(b'wikitext'),
34,0,Ambrose_Bierce,0,0,0.552756008949,bytearray(b'20231019171804'),bytearray(b'20231019171949'),3366878,37907,bytearray(b'wikitext'),
224011,0,America,1,0,0.488302472647,bytearray(b'20231226151351'),bytearray(b'20200202152826'),2737189,27,bytearray(b'wikitext'),
65383,1,America,0,1,0.302033047816,bytearray(b'20230225131327'),bytearray(b'20230225131327'),561821,95,bytearray(b'wikitext'),
96667,0,American,1,1,0.19817239245,bytearray(b'20231226151351'),bytearray(b'20230226104918'),859157,27,bytearray(b'wikitext'),
25723,0,American_Civil_War,0,0,0.619478662819,bytearray(b'20231230042248'),bytearray(b'20231228203313'),3431913,459685,bytearray(b'wikitext'),
25724,1,American_Civil_War,0,0,0.540019631261,bytearray(b'20230317081634'),bytearray(b'20230121052530'),3237506,1717,bytearray(b'wikitext'),
176895,14,American_Civil_War,0,0,0.19777206227,bytearray(b'20231211164635'),bytearray(b'20230419090202'),2389804,65,bytearray(b'wikitext'),
25722,1,American_Revolution,0,0,0.585027900629,bytearray(b'20220903033708'),bytearray(b'20220903005904'),1066838,307,bytearray(b'wikitext'),
25721,0,American_Revolution,0,0,0.902892672373,bytearray(b'20231222205910'),bytearray(b'20231222205925'),3366797,116314,bytearray(b'wikitext'),
224065,14,American_Revolution,0,0,0.728370033318,bytearray(b'20230825201308'),bytearray(b'20230825201356'),2757306,78,bytearray(b'wikitext'),
9234,14,Americans,1,0,0.480688482521,bytearray(b'20231104144656'),bytearray(b'20231002040214'),3373109,53,bytearray(b'wikitext'),
132623,0,Americans,1,1,0.699691535948,bytearray(b'20231226151351'),bytearray(b'20230226162211'),1392550,26,bytearray(b'wikitext'),
55156,15,Americans,0,0,0.65696601488,bytearray(b'20230225095022'),bytearray(b'20230225095022'),1658365,1144,bytearray(b'wikitext'),
128668,14,Anarchism,0,0,0.153280618045,bytearray(b'20231227093251'),bytearray(b'20231227093352'),2017482,33,bytearray(b'wikitext'),
15820,1,Anarchism,0,0,0.657662452616,bytearray(b'20231004024849'),bytearray(b'20231004024849'),3374359,15206,bytearray(b'wikitext'),
15385,0,Anarchism,0,0,0.095915243554,bytearray(b'20231218100605'),bytearray(b'20231218100605'),3422898,174619,bytearray(b'wikitext'),
120561,0,Anaxagoras,0,0,0.055392029035,bytearray(b'20231208075343'),bytearray(b'20231208075622'),3112998,10572,bytearray(b'wikitext'),
73364,1,Angel,1,0,0.33950081027,bytearray(b'20230520201707'),bytearray(b'20230520201707'),1946468,41,bytearray(b'wikitext'),
73363,0,Angel,1,0,0.762773954177,bytearray(b'20230225151031'),bytearray(b'20230225151031'),1283443,20,bytearray(b'wikitext'),
126295,0,Angels,0,0,0.21682087382,bytearray(b'20231113234445'),bytearray(b'20231113234517'),3185096,51123,bytearray(b'wikitext'),
143676,1,Angels,0,0,0.973787785412,bytearray(b'20220903040716'),bytearray(b'20220903010702'),2879486,2369,bytearray(b'wikitext'),
182291,14,Angels,0,0,0.786731822783,bytearray(b'20230430135015'),bytearray(b'20230430135026'),3185798,157,bytearray(b'wikitext'),
126296,0,Anger,0,0,0.850088717244,bytearray(b'20231106201930'),bytearray(b'20231106201930'),3395577,35171,bytearray(b'wikitext'),
130940,1,Anger,0,0,0.285580673898,bytearray(b'20230703215424'),bytearray(b'20230703215423'),2422851,6049,bytearray(b'wikitext'),
89038,0,Animal,1,1,0.310508397146,bytearray(b'20230708204935'),bytearray(b'20230225202016'),783873,21,bytearray(b'wikitext'),
89039,1,Animal,1,1,0.462707779019,bytearray(b'20230717154931'),bytearray(b'20230225202016'),783875,26,bytearray(b'wikitext'),
11032,14,Animals,0,0,0.680120708243,bytearray(b'20231226235225'),bytearray(b'20231128131538'),2681341,117,bytearray(b'wikitext'),
230,0,Animals,0,0,0.04178645976,bytearray(b'20231229125653'),bytearray(b'20231229125809'),3328524,81249,bytearray(b'wikitext'),
34802,1,Animals,0,0,0.780275228056,bytearray(b'20230717154931'),bytearray(b'20230717154931'),3332319,5991,bytearray(b'wikitext'),
16736,0,Anne_Louise_Germaine_de_Staël,0,0,0.87766331539,bytearray(b'20231022191301'),bytearray(b'20231022191312'),3238797,12900,bytearray(b'wikitext'),
60029,1,Anne_Louise_Germaine_de_Staël,0,0,0.275330437129,bytearray(b'20230225112640'),bytearray(b'20230225112640'),1461169,598,bytearray(b'wikitext'),
74,0,Anonymous,0,0,0.959208963886,bytearray(b'20231217154448'),bytearray(b'20231217154511'),3257480,7320,bytearray(b'wikitext'),
76,1,Anonymous,0,0,0.001338026953,bytearray(b'20220903033707'),bytearray(b'20220903005901'),3134802,23240,bytearray(b'wikitext'),
5557,1,Antonio_Gramsci,0,0,0.047791585564,bytearray(b'20231021233827'),bytearray(b'20231021233827'),3384429,6922,bytearray(b'wikitext'),
3418,0,Antonio_Gramsci,0,0,0.359500239305,bytearray(b'20231221082734'),bytearray(b'20231221082734'),3425512,17387,bytearray(b'wikitext'),
39517,0,Antonio_Negri,0,0,0.467995130487,bytearray(b'20231219051337'),bytearray(b'20231219051413'),3421862,27701,bytearray(b'wikitext'),
97594,1,Antonio_Negri,0,0,0.403960806116,bytearray(b'20230113195237'),bytearray(b'20230113195237'),3233454,1695,bytearray(b'wikitext'),
47787,0,Anxiety,0,0,0.025117349602,bytearray(b'20231228135724'),bytearray(b'20231228140112'),3374397,15245,bytearray(b'wikitext'),
52200,1,Anxiety,0,0,0.559256589109,bytearray(b'20230306072158'),bytearray(b'20230306072157'),1705498,734,bytearray(b'wikitext'),
142893,1,Apathy,0,0,0.434307024702,bytearray(b'20230226185008'),bytearray(b'20230226185008'),1546660,698,bytearray(b'wikitext'),
3920,0,Apathy,0,0,0.82243833962,bytearray(b'20231206002312'),bytearray(b'20231206002616'),3383924,6306,bytearray(b'wikitext'),
125689,0,Appearance,0,0,0.344612992432,bytearray(b'20230715025610'),bytearray(b'20230728224210'),2895605,10515,bytearray(b'wikitext'),
14146,1,Archimedes,0,0,0.242396644815,bytearray(b'20230703194948'),bytearray(b'20230703194947'),2335633,1898,bytearray(b'wikitext'),
215,0,Archimedes,0,0,0.281978882981,bytearray(b'20231128130537'),bytearray(b'20231128130642'),3384174,24246,bytearray(b'wikitext'),
186576,0,Aristocracy,0,0,0.75780404198,bytearray(b'20231222145233'),bytearray(b'20231222145233'),3426793,20809,bytearray(b'wikitext'),
7099,1,Aristotle,0,0,0.352441567512,bytearray(b'20230718154008'),bytearray(b'20220624183707'),3133566,21430,bytearray(b'wikitext'),
81,0,Aristotle,0,0,0.749271060223,bytearray(b'20231222215714'),bytearray(b'20231222215736'),3415819,134064,bytearray(b'wikitext'),
141467,0,Arithmetic,0,0,0.411624785018,bytearray(b'20231123183031'),bytearray(b'20231123183031'),3243061,29783,bytearray(b'wikitext'),
11123,1,Arrogance,0,0,0.165597084434,bytearray(b'20220903033707'),bytearray(b'20220903005903'),1824000,4195,bytearray(b'wikitext'),
4256,0,Arrogance,0,0,0.391672693166,bytearray(b'20230906071641'),bytearray(b'20230906071751'),3296273,7960,bytearray(b'wikitext'),
126300,0,Art,0,0,0.257163330721,bytearray(b'20231204115610'),bytearray(b'20231204115610'),3411566,151325,bytearray(b'wikitext'),
4442,1,Art,0,0,0.272100687938,bytearray(b'20230718163455'),bytearray(b'20230701170322'),3324990,11168,bytearray(b'wikitext'),
16740,14,Art,0,0,0.58784017935,bytearray(b'20231226142930'),bytearray(b'20230615023325'),2976796,210,bytearray(b'wikitext'),
2382,0,Arthur_Schopenhauer,0,0,0.483373510876,bytearray(b'20231223131736'),bytearray(b'20231223131736'),3427646,119209,bytearray(b'wikitext'),
6510,1,Arthur_Schopenhauer,0,0,0.331847963641,bytearray(b'20230201220544'),bytearray(b'20221128175120'),2952441,10087,bytearray(b'wikitext'),
230993,1,Artist,0,0,0.929139030482,bytearray(b'20220903042955'),bytearray(b'20220903011300'),2851208,1409,bytearray(b'wikitext'),
1775,0,Artist,0,0,0.331355309734,bytearray(b'20231130165037'),bytearray(b'20231130165037'),3409733,27712,bytearray(b'wikitext'),
73992,14,Artist,1,0,0.288190475621,bytearray(b'20231215135011'),bytearray(b'20230225152503'),877995,31,bytearray(b'wikitext'),
151429,0,Asia,0,0,0.04945503749,bytearray(b'20231228041414'),bytearray(b'20231228041452'),3431161,8407,bytearray(b'wikitext'),
69888,14,Asia,0,0,0.758480576367,bytearray(b'20231114063420'),bytearray(b'20231114063507'),3330597,139,bytearray(b'wikitext'),
6960,1,Atheism,0,0,0.257228598292,bytearray(b'20220903033707'),bytearray(b'20220903005902'),2587361,37532,bytearray(b'wikitext'),
3290,0,Atheism,0,0,0.167300677471,bytearray(b'20231123102009'),bytearray(b'20231123102009'),3405658,127458,bytearray(b'wikitext'),
207171,14,Atheism,0,0,0.369983966439,bytearray(b'20231119144523'),bytearray(b'20231119144523'),3014054,101,bytearray(b'wikitext'),
151580,0,Attitude,0,0,0.870426321253,bytearray(b'20231116092514'),bytearray(b'20231116092528'),2943339,36028,bytearray(b'wikitext'),
80646,0,Auguste_Comte,0,0,0.381300437956,bytearray(b'20231101131748'),bytearray(b'20231101131856'),3132899,20407,bytearray(b'wikitext'),
3913,0,Augustine_of_Hippo,0,0,0.471749933191,bytearray(b'20231107225952'),bytearray(b'20231107235730'),3388570,156320,bytearray(b'wikitext'),
3917,1,Augustine_of_Hippo,0,0,0.940934774438,bytearray(b'20230905000821'),bytearray(b'20230905000821'),3356433,29209,bytearray(b'wikitext'),
132105,1,Australia,0,0,0.089913751759,bytearray(b'20230711181600'),bytearray(b'20230711181559'),2661231,4533,bytearray(b'wikitext'),
7310,14,Australia,0,0,0.163508351181,bytearray(b'20231123232503'),bytearray(b'20230724212014'),2681251,138,bytearray(b'wikitext'),
71769,0,Australia,0,0,0.680226272191,bytearray(b'20231230202227'),bytearray(b'20231230202227'),3433737,76573,bytearray(b'wikitext'),
122821,0,Author,1,1,0.991050236977,bytearray(b'20231220090149'),bytearray(b'20230226145335'),1223730,21,bytearray(b'wikitext'),
131062,0,Authoritarianism,0,0,0.504732441126,bytearray(b'20230826142809'),bytearray(b'20230826142916'),3351623,50871,bytearray(b'wikitext'),
204463,14,Authoritarianism,0,0,0.015585115999,bytearray(b'20231129230630'),bytearray(b'20231129230818'),2851249,121,bytearray(b'wikitext'),
141881,1,Authoritarianism,0,1,0.136837057063,bytearray(b'20220903040716'),bytearray(b'20220903010702'),1534673,1094,bytearray(b'wikitext'),
215467,1,Authority,0,0,0.564810129603,bytearray(b'20210404010037'),bytearray(b'20210404010037'),2947047,969,bytearray(b'wikitext'),
125704,0,Authority,0,0,0.288463374219,bytearray(b'20231222144155'),bytearray(b'20231222144155'),3426776,28090,bytearray(b'wikitext'),
141155,0,Averroes,0,0,0.675113375159,bytearray(b'20231210073000'),bytearray(b'20231210073057'),3364420,9133,bytearray(b'wikitext'),
242941,1,Averroes,0,0,0.297137432791,bytearray(b'20211119163045'),bytearray(b'20211119163045'),3033689,974,bytearray(b'wikitext'),
85874,0,Awareness,0,0,0.821279314912,bytearray(b'20231229134238'),bytearray(b'20231229134238'),3432475,14664,bytearray(b'wikitext'),
85872,2,Awareness,0,0,0.1057098497,bytearray(b'20220625100711'),bytearray(b'20220625100749'),1197218,30,bytearray(b'wikitext'),
85871,3,Awareness,0,0,0.205773314356,bytearray(b'20230225192645'),bytearray(b'20230225192645'),748176,283,bytearray(b'wikitext'),
12272,1,Ayn_Rand,0,0,0.662774023223,bytearray(b'20221128175101'),bytearray(b'20221128175138'),2555583,40416,bytearray(b'wikitext'),
1938,0,Ayn_Rand,0,0,0.968647232265,bytearray(b'20231208075342'),bytearray(b'20231208075519'),3407135,75903,bytearray(b'wikitext'),
2143,0,B._F._Skinner,0,0,0.165975400324,bytearray(b'20231112213306'),bytearray(b'20231112213306'),3399206,15133,bytearray(b'wikitext'),
132484,1,B._R._Ambedkar,0,0,0.389325963882,bytearray(b'20220903040716'),bytearray(b'20220903010701'),2882151,9240,bytearray(b'wikitext'),
95441,0,B._R._Ambedkar,0,0,0.38791105843,bytearray(b'20231122090325'),bytearray(b'20231122090332'),3350011,85486,bytearray(b'wikitext'),
143342,0,Bad,1,1,0.516135318532,bytearray(b'20231229215954'),bytearray(b'20230226185744'),1552393,18,bytearray(b'wikitext'),
4620,0,Barack_Obama,0,0,0.510224180709,bytearray(b'20231227133643'),bytearray(b'20231222141128'),3426714,894775,bytearray(b'wikitext'),
36217,1,Barack_Obama,0,0,0.385634834912,bytearray(b'20231201183359'),bytearray(b'20230813104146'),3344927,72489,bytearray(b'wikitext'),
16754,1,Baruch_Spinoza,0,0,0.617718058279,bytearray(b'20230613140012'),bytearray(b'20230613140045'),3154527,11498,bytearray(b'wikitext'),
2666,0,Baruch_Spinoza,0,0,0.338948972215,bytearray(b'20231208075342'),bytearray(b'20231208075519'),3412540,497164,bytearray(b'wikitext'),
142465,0,Beautiful,1,1,0.27451351728,bytearray(b'20231229220117'),bytearray(b'20230226183936'),1542743,20,bytearray(b'wikitext'),
22026,1,Beauty,0,0,0.797687550172,bytearray(b'20230306071440'),bytearray(b'20230306071440'),1719927,4592,bytearray(b'wikitext'),
126308,0,Beauty,0,0,0.477407789949,bytearray(b'20231229220117'),bytearray(b'20231229220117'),3432876,89385,bytearray(b'wikitext'),
127838,0,Beginning,1,1,0.730944923621,bytearray(b'20230226153413'),bytearray(b'20230226153413'),1305127,24,bytearray(b'wikitext'),
126310,0,Belief,0,0,0.618180808312,bytearray(b'20231221213637'),bytearray(b'20231221213626'),3426111,33822,bytearray(b'wikitext'),
150880,1,Belief,0,0,0.78682820443,bytearray(b'20220903041653'),bytearray(b'20220903011007'),1659518,6397,bytearray(b'wikitext'),
5489,14,Belief,0,0,0.485174704794,bytearray(b'20231119155419'),bytearray(b'20231119155419'),3227460,91,bytearray(b'wikitext'),
141949,0,Believe,1,1,0.581602335288,bytearray(b'20231221213638'),bytearray(b'20230226183233'),1535632,20,bytearray(b'wikitext'),
5845,1,Benito_Mussolini,0,0,0.95259616797,bytearray(b'20220823175411'),bytearray(b'20220823175411'),3157316,15763,bytearray(b'wikitext'),
2140,0,Benito_Mussolini,0,0,0.717844189479,bytearray(b'20231215181403'),bytearray(b'20231215181403'),3421063,133967,bytearray(b'wikitext'),
71532,0,Benjamin_Constant,0,0,0.776746279984,bytearray(b'20230926164521'),bytearray(b'20230926164439'),3369390,1895,bytearray(b'wikitext'),
2742,1,Benjamin_Disraeli,0,0,0.105161983569,bytearray(b'20210930150616'),bytearray(b'20200701092542'),2819084,10233,bytearray(b'wikitext'),
87,0,Benjamin_Disraeli,0,0,0.414223727497,bytearray(b'20231202053334'),bytearray(b'20231202053334'),3410676,207971,bytearray(b'wikitext'),
242,0,Benjamin_Franklin,0,0,0.335366526775,bytearray(b'20231112062836'),bytearray(b'20231112062838'),3377918,114986,bytearray(b'wikitext'),
2911,1,Benjamin_Franklin,0,0,0.029978162157,bytearray(b'20230905051220'),bytearray(b'20230905051220'),3356507,48862,bytearray(b'wikitext'),
45845,0,Benjamin_Tucker,0,0,0.372701163916,bytearray(b'20231122090450'),bytearray(b'20231122090457'),3272622,35528,bytearray(b'wikitext'),
103382,1,Benjamin_Tucker,0,1,0.841597037159,bytearray(b'20230226115758'),bytearray(b'20230226115758'),949310,1746,bytearray(b'wikitext'),
224670,1,Bernie_Sanders,0,0,0.449527486321,bytearray(b'20231102191029'),bytearray(b'20231102191029'),3392771,3195,bytearray(b'wikitext'),
148918,0,Bernie_Sanders,0,0,0.544883034802,bytearray(b'20231225203322'),bytearray(b'20231225203320'),3421347,407245,bytearray(b'wikitext'),
30,0,Bertrand_Russell,0,0,0.785428226826,bytearray(b'20231222140117'),bytearray(b'20231222140058'),3426697,261507,bytearray(b'wikitext'),
3744,1,Bertrand_Russell,0,0,0.904370571442,bytearray(b'20220827034404'),bytearray(b'20220831143801'),2981575,60830,bytearray(b'wikitext'),
220355,14,Bertrand_Russell,0,0,0.234241178732,bytearray(b'20231111045737'),bytearray(b'20231111045737'),3398464,897,bytearray(b'wikitext'),
207168,14,Bible,0,0,0.040646373066,bytearray(b'20231228200635'),bytearray(b'20231114062330'),3213892,154,bytearray(b'wikitext'),
